"","permno","nameenddt","ticker","comnam","permco"
"10409",13641,2023-12-29,"FANG","DIAMONDBACK ENERGY INC",54222
"10410",92301,2023-12-29,"FANH","FANHUA INC",52771
"10411",88160,2001-05-17,"FANT","FINANTRA CAP INC",37155
"10412",17442,2019-01-15,"FANZ","EXCHANGE LISTED FUNDS TRUST",54446
"10413",77040,2003-12-02,"FAOO","F A O INC",11146
"10414",20929,2023-12-29,"FAPR","FIRST TRUST E T F VIII",55693
"10415",65269,1984-10-22,"FAR","FIRST ARKANSAS BANKSTOCK CORP",21939
"10416",34287,1991-11-06,"FARA","FARADYNE ELECTRONICS CORP",6099
"10417",34404,2000-05-08,"FARC","FARR CO",1630
"10418",34295,1988-05-04,"FARE","FARED SYSTEMS INC",5622
"10419",42876,1990-02-06,"FARF","FAIRFIELD NOBLE CORP",1631
"10420",10135,1989-02-23,"FARK","FIRST FEDERAL SVGS ARKANSAS FA",8084
"10421",77267,2001-04-19,"FARL","FARREL CORP",11289
"10422",34367,2023-12-29,"FARM","FARMER BROTHERS CO",1632
"10423",34308,1980-02-15,"FARN","FARINON CORP",1633
"10424",85372,2023-12-29,"FARO","FARO TECHNOLOGIES INC",15692
"10425",10872,1989-05-18,"FARR","FARRAGUT MORTGAGE CO INC",8753
"10426",92812,2023-12-29,"FAS","DIREXION SHARES E T F TRUST",53101
"10427",11507,1992-09-16,"FASB","FIRST AMERICAN BANCORP",9336
"10428",86892,2002-12-26,"FASH","FASHIONMALL COM INC",16540
"10429",84610,1999-11-10,"FASI","FIELDS AIRCRAFT SPARES INC",15405
"10430",11756,1988-07-12,"FASN","FASHION CHANNEL NETWORK INC",9561
"10431",11618,2023-12-29,"FAST","FASTENAL CO",9440
"10432",16981,2023-12-29,"FAT","F A T BRANDS INC",56093
"10433",86421,2000-11-16,"FATB","FATBRAIN COM INC",16323
"10434",21791,2023-12-29,"FATBB","F A T BRANDS INC",56093
"10435",14245,2023-12-29,"FATE","FATE THERAPEUTICS INC",54605
"10436",20739,2023-12-29,"FATH","FATHOM DIGITAL MANUFACT CORP",57884
"10437",33997,1982-02-24,"FATK","FABRI TEK INC",1634
"10438",62869,1981-06-29,"FATL","FIRST ATLANTA CORP",1635
"10439",35175,1998-06-30,"FATN","FIRST AMERICAN CORP TN",1636
"10440",22547,2023-11-17,"FATP","FAT PROJECTS ACQUISITION CORP",58849
"10441",84208,2000-03-07,"FATS","FIREARMS TRAINING SYSTEMS INC",15189
"10442",21202,2022-01-21,"FATT","COLLABORATIVE INV SERIES TRUST",56779
"10443",10491,1990-09-18,"FATV","FIRST AMERI CABLE CORP",8409
"10444",35132,1983-05-02,"FATX","FIRST AMERICAN FINANCIAL TX INC",5315
"10445",67547,1990-03-23,"FAU","FREEPORT MCMORAN GOLD CO",20765
"10446",19049,2023-12-29,"FAUG","FIRST TRUST E T F VIII",55693
"10447",54819,1998-01-13,"FAUL","FAULDING INC",6899
"10448",13213,2020-10-30,"FAUS","FIRST TR EXCH TRD ALPHADEX FD II",53708
"10449",84732,2002-11-06,"FAUX","PREMIER CONCEPTS INC",15446
"10450",92270,2016-10-21,"FAV","FIRST TRUST DIVIDEND & INCOME FD",52753
"10451",81643,2001-01-12,"FAVE","5TH AVENUE CHANNEL CORP",13704
"10452",84534,2007-07-25,"FAVS","FIRST AVIATION SERVICE INC",15363
"10453",15798,1968-03-29,"FAW","FAWICK CORP",22633
"10454",69366,2023-12-29,"FAX","ABRDN ASIA PACIFIC INCOME FD INC",20709
"10455",75821,1992-12-01,"FAXM","HOTELECOPY INC",10315
"10456",84078,1999-06-20,"FAXX","FAXSAV INC",15036
"10457",58405,1996-10-11,"FAY","FAYS INC",1637
"10458",58405,1975-06-01,"FAYS","FAYS DRUG INC",1637
"10459",11299,1990-12-31,"FAYT","FAYETTE FEDERAL SAVINGS BANK",9151
"10460",92813,2023-12-29,"FAZ","DIREXION SHARES E T F TRUST",53101
"10461",21028,2023-12-29,"FAZE","FAZE HOLDINGS INC",57916
"10462",16028,2017-09-25,"FAZZ","DIREXION SHARES E T F TRUST",53101
"10463",13407,2022-06-08,"FB","META PLATFORMS INC",54084
"10464",63511,2002-12-31,"FBA","FIRST BANKS AMERICA INC",1168
"10465",57190,1976-06-02,"FBAB","FIRST BANCORPORATION NV",3171
"10466",35960,1996-03-01,"FBAC","FIRST NATIONAL BANCORP GA",6866
"10467",63984,1979-12-30,"FBAF","FIRST BANCSHARES FLORIDA",2044
"10468",41515,1996-02-12,"FBAI","FOODBRANDS AMERICA INC",80
"10469",10629,2003-12-16,"FBAN","F N B CORP PA",8534
"10470",35896,1978-11-13,"FBAP","FIRST MERCHANTS N B NEPTUNE NJ",1640
"10471",11665,1998-11-24,"FBAR","FAMILY BARGAIN CORP",9485
"10472",79691,2004-04-08,"FBAY","FRISCO BAY INDUSTRIES LTD",12475
"10473",79691,1999-07-06,"FBAYF","FRISCO BAY INDUSTRIES LTD",12475
"10474",81704,2003-08-29,"FBBC","FIRST BELL BANCORP INC",13816
"10475",50885,1983-05-24,"FBBI","MAGNA GROUP INC",5841
"10476",84734,2022-11-30,"FBC","FLAGSTAR BANCORP INC",15454
"10477",88751,2003-06-18,"FBCE","FIBERCORE INC",33924
"10478",19426,2023-12-29,"FBCG","FIDELITY COVINGTON TRUST",54581
"10479",79964,2003-07-21,"FBCI","FIDELITY BANCORP INC DEL",12682
"10480",92093,2011-07-31,"FBCM","F B R & CO",52373
"10481",65269,1983-08-14,"FBCO","FIRST ARKANSAS BANKSTOCK CORP",21939
"10482",10037,2004-05-28,"FBCP","FRANKLIN BANCORP INC",7985
"10483",19425,2023-12-29,"FBCV","FIDELITY COVINGTON TRUST",54581
"10484",11502,1997-07-03,"FBD","FIBREBOARD CORP NEW",9840
"10485",11502,1988-09-08,"FBDX","FIBREBOARD CORP NEW",9840
"10486",86823,2008-05-07,"FBEI","FIRST BANCORP OF INDIANA INC",16464
"10487",83372,1999-03-31,"FBER","1ST BERGEN BANCORP",14488
"10488",47159,2004-03-31,"FBF","FLEETBOSTON FINANCIAL CORP",20734
"10489",36477,1983-06-30,"FBFW","FIRST UNITED BANCORPORATION INC",1643
"10490",85653,1999-06-30,"FBG","FRIEDMAN BILLINGS RAMSEY GRP INC",32183
"10491",81863,1997-05-30,"FBGA","FIRST BANKSHARES INC",13841
"10492",89697,2004-07-30,"FBGI","FIRST SHARES BANCORP INC",43975
"10493",75501,1996-04-08,"FBGIA","FINANCIAL BENEFIT GROUP INC",7381
"10494",65138,1979-10-21,"FBGO","FIRST BANC GROUP OHIO INC",606
"10495",57533,1992-11-02,"FBH","HALL FRANK B & CO INC",2079
"10496",79321,1999-03-31,"FBHC","FORT BEND HLDG CORP",12245
"10497",12981,2022-12-14,"FBHS","FORTUNE BRANDS HOME & SECUR INC",53876
"10498",75292,1999-06-02,"FBI","CREDIT SUISSE AST MG ST GL IN FD",20711
"10499",36549,1998-07-01,"FBIC","FIRSTBANK ILLINOIS CO",6778
"10500",76503,1993-11-26,"FBII","FIRST BANCORP INDIANA INC",10803
"10501",12981,2023-12-29,"FBIN","FORTUNE BRANDS INNOVATIONS INC",53876
"10502",13159,2023-12-29,"FBIO","FORTRESS BIOTECH INC",53958
"10503",90949,2023-12-29,"FBIZ","FIRST BUSINESS FINL SVCS INC",47877
"10504",16319,2023-12-29,"FBK","F B FINANCIAL CORP",55705
"10505",11518,1999-10-11,"FBKP","FIRST BANK PHILADELPHIA PA",9348
"10506",66157,1984-05-06,"FBKS","FIRST BANK SYSTEM INC",1645
"10507",23619,2023-12-29,"FBL","GRANITESHARES E T F TRUST",55959
"10508",35183,1985-01-10,"FBLA","FIRST BANCSHARES LA INC",1646
"10509",62201,1980-10-26,"FBLF","FIRST BANKERS CORP FL",1642
"10510",36039,1983-07-29,"FBLR","FIRST NATIONAL BANCSHARES AR",1647
"10511",16579,2021-01-28,"FBM","FOUNDATION BLDG MATERIALS INC",55857
"10512",35888,1974-07-07,"FBMD","FIRST NATIONAL BANK MD BALTIMORE",1776
"10513",89100,2014-05-30,"FBMI","FIRSTBANK CORP",41974
"10514",91274,2023-12-29,"FBMS","FIRST BANCSHARES INC MS",50731
"10515",89526,2006-04-13,"FBMT","FIRST NATIONAL BANCSHARES INC FL",43614
"10516",77855,2013-08-27,"FBN","FURNITURE BRANDS INTL INC",20987
"10517",11285,2023-12-29,"FBNC","FIRST BANCORP NC",9141
"10518",14966,2023-12-29,"FBND","FIDELITY MERRIMACK STREET TRUST",55049
"10519",12884,2018-10-01,"FBNK","FIRST CONNECTICUT BANCORP INC MD",53820
"10520",85178,2006-11-30,"FBNW","FIRSTBANK N W CORP",15569
"10521",25371,1996-03-12,"FBO","FEDERAL PAPER BOARD INC",20696
"10522",35167,1995-02-28,"FBOH","FIRST BANCORPORATION OHIO INC",5259
"10523",64952,1983-05-05,"FBOS","FIRST BOSTON INC",1650
"10524",24001,2023-12-29,"FBOT","FIDELITY COVINGTON TRUST",54581
"10525",11018,2023-12-29,"FBP","FIRST BANCORP P R",8889
"10526",77258,1996-01-18,"FBPC","FIRST FINANCIAL BANCSHARES PK CT",11279
"10527",93001,2019-01-03,"FBR","FIBRIA CELULOSE S A",37143
"10528",92093,2017-06-01,"FBRC","F B R & CO",52373
"10529",85179,1999-06-27,"FBRK","FALLBROOK NATIONAL BANK",15600
"10530",22080,2023-12-29,"FBRT","FRANKLIN B S P REALTY TRUST INC",58776
"10531",16681,2023-12-29,"FBRX","FORTE BIOSCIENCES INC",55921
"10532",66157,1997-08-03,"FBS","FIRST BANK SYSTEM INC",1645
"10533",35239,1984-11-29,"FBSH","FIRST BANKSHARES CORP SC",1652
"10534",79965,2012-06-07,"FBSI","FIRST BANCSHARES INC MO",12721
"10535",87488,2021-03-31,"FBSS","FAUQUIER BANKSHARES INC",17667
"10536",80812,2007-05-08,"FBST","FIBERSTARS INC",13276
"10537",91297,2023-12-29,"FBT","FIRST TRUST EXCHANGE TRADED FUND",50838
"10538",88964,2008-10-21,"FBTC","FIRST BANCTRUST",41459
"10539",33903,1979-07-05,"FBTK","F B TRUCK LINE CO",1654
"10540",37218,1997-12-31,"FBTR","FOR BETTER LIVING INC",1655
"10541",89928,2008-11-10,"FBTX","FRANKLIN BANK CORP",44684
"10542",11408,1992-10-29,"FBUS","FISHER BUSINESS SYSTEMS INC",9248
"10543",31771,1963-01-07,"FBX","FABREX CORP",23806
"10544",10960,1990-06-20,"FBXC","F B X CORP",8833
"10545",24056,2023-12-29,"FBY","TIDAL TRUST II",59396
"10546",24473,2023-12-29,"FBYD","FALCONS BEYOND GLOBAL INC",59695
"10547",12649,2023-12-29,"FBZ","FIRST TR EXCH TRD ALPHADEX FD II",53708
"10548",77637,2023-12-29,"FC","FRANKLIN COVEY CO",29506
"10549",12651,2023-12-29,"FCA","FIRST TR EXCH TRD ALPHADEX FD II",53708
"10550",20145,2021-07-01,"FCAC","FALCON CAPITAL ACQ CORP",57344
"10551",68435,1985-11-04,"FCAH","FIRST CAPITAL HLDGS CORP",6052
"10552",16785,2023-12-29,"FCAL","FIRST TR EXCHANGE TRADED FD III",54860
"10553",13212,2020-10-30,"FCAN","FIRST TR EXCH TRD ALPHADEX FD II",53708
"10554",86573,2023-12-29,"FCAP","FIRST CAPITAL INC",16367
"10555",35298,1992-03-13,"FCAR","FIRST CAROLINA INVS INC",1659
"10556",14987,2021-01-18,"FCAU","FIAT CHRYSLER AUTOMOBILES NV",55064
"10557",20746,2023-01-13,"FCAX","FORTRESS CAPITAL ACQ CORP",57699
"10558",14851,2018-12-31,"FCB","F C B FINANCIAL HOLDINGS INC",54983
"10559",22526,1981-04-19,"FCBA","FIRST CHADRON BK CORP",827
"10560",88944,2023-12-29,"FCBC","FIRST COMMUNITY BANCSHARES INC",41388
"10561",79582,1999-06-07,"FCBF","F C B FINANCIAL CORP",12430
"10562",59272,1976-11-30,"FCBH","FIRST CITY BANCORPORATION TX",1661
"10563",87920,1993-10-26,"FCBI","FIRST COMMERCE BANCSHARES INC",7903
"10564",87920,2000-06-16,"FCBIA","FIRST COMMERCE BANCSHARES INC",7903
"10565",79746,2000-06-16,"FCBIB","FIRST COMMERCE BANCSHARES INC",7903
"10566",80937,1999-03-26,"FCBK","FIRST COASTAL BANKSHARES INC",6566
"10567",37103,1995-03-07,"FCBN","FURON CO",1662
"10568",17798,2021-07-21,"FCBP","FIRST CHOICE BANCORP",56362
"10569",82260,1998-09-10,"FCBS","FIRST COMMUNITY BANKING SERV INC",13975
"10570",69374,1997-11-05,"FCC","FIRST CENTRAL FINANCIAL CORP",7696
"10571",86007,2004-10-13,"FCCG","FOG CUTTER CAPITAL GROUP INC",16032
"10572",86063,2000-02-07,"FCCN","FRONTLINE COMMUNICATIONS CORP",16108
"10573",89643,2023-12-29,"FCCO","FIRST COMMUNITY CORP SC",43845
"10574",89270,2022-01-06,"FCCY","1ST CONSTITUTION BANCORP",42541
"10575",12611,2012-08-17,"FCD","FOCUSSHARES TRUST",52833
"10576",10109,1989-08-13,"FCDA","FIRST FED S & L ASSN COEUR ID",8050
"10577",31974,2018-12-07,"FCE","FOREST CITY REALTY TRUST INC",20751
"10578",93081,2010-12-10,"FCEC","FIRST CHESTER COUNTY CORP",53249
"10579",16288,2023-12-29,"FCEF","FIRST TRUST E T F VIII",55693
"10580",77699,2023-12-29,"FCEL","FUELCELL ENERGY INC",11591
"10581",82490,1998-05-28,"FCENA","FOOD COURT ENTMT NETWORK INC",14038
"10582",77643,2023-12-29,"FCF","FIRST COMMONWEALTH FINANCIAL COR",29505
"10583",82571,2013-05-17,"FCFC","FIRSTCITY FINANCIAL CORP",14096
"10584",15479,2016-10-31,"FCFI","TRIMTABS ETF TRUST",55336
"10585",89832,2011-06-10,"FCFL","FIRST COMMUNITY BANK CORP AMER",44379
"10586",86963,2002-01-18,"FCFN","FIRST COMMUNITY FINANCIAL CORP",16600
"10587",15514,2017-06-30,"FCFP","FIRST COMMUNITY FINL PTNRS INC",55356
"10588",76856,2023-12-29,"FCFS","FIRSTCASH HOLDINGS INC",10905
"10589",24152,2023-12-29,"FCFY","FIRST TRUST EXCHANGE TRADED FUND",50838
"10590",16075,2023-12-29,"FCG","FIRST TRUST EXCHANGE TRADED FUND",50838
"10591",85822,2008-01-11,"FCGI","FIRST CONSULTING GROUP INC",15971
"10592",11182,2011-05-23,"FCGL","DIREXION SHARES E T F TRUST",53101
"10593",11061,2011-05-23,"FCGS","DIREXION SHARES E T F TRUST",53101
"10594",80747,2017-08-31,"FCH","FELCOR LODGING TRUST INC",13218
"10595",31931,1977-05-10,"FCHC","FISHMAN M H INC",1848
"10596",92718,2015-08-21,"FCHI","ISHARES TRUST",37493
"10597",10968,1993-01-29,"FCHT","FIRST CHATTANOOGA FINL CORP",8841
"10598",62586,1992-07-01,"FCI","FAIRFIELD COMMUNITIES INC",1664
"10599",80445,1995-06-21,"FCII","FIBERCORP INTERNATIONAL INC",12991
"10600",86216,2002-03-28,"FCIN","FLOUR CITY INTERNATIONAL INC",16122
"10601",10957,1997-08-22,"FCIT","FIRST CITIZENS FINANCIAL CORP",8830
"10602",12612,2012-08-17,"FCL","FOCUSSHARES TRUST",52833
"10603",35415,1992-07-31,"FCLC","FIRST CENTENNIAL CORP",6519
"10604",22108,2023-12-29,"FCLD","FIDELITY COVINGTON TRUST",54581
"10605",91400,2016-09-08,"FCLF","FIRST CLOVER LEAF FINANCIAL CORP",50973
"10606",62586,1981-02-19,"FCLN","FAIRFIELD COMMUNITIES INC",1664
"10607",35378,1998-07-31,"FCLR","FIRST COMMERCIAL CORP",1021
"10608",84220,2000-08-28,"FCLX","FIRSTCOM CORP",15116
"10609",89844,2010-09-30,"FCM","FIRST TRUST FOUR CORNERS SR FLTG",44389
"10610",64995,1979-04-22,"FCMB","FIRST COML BKS INC",2535
"10611",90809,2008-10-31,"FCMC","FRANKLIN CREDIT MGMT CORP",47014
"10612",73278,2001-08-31,"FCME","FIRST COASTAL CORP",7053
"10613",32089,1993-08-30,"FCMI","FUTURE COMMUNICATIONS INC",7679
"10614",32089,1993-06-02,"FCMIV","FUTURE COMMUNICATIONS INC",7679
"10615",83509,2023-12-29,"FCN","F T I CONSULTING INC",14602
"10616",80813,2001-01-08,"FCNB","F C N B CORP",13292
"10617",10777,2023-12-29,"FCNCA","FIRST CITIZENS BANCSHARES INC NC",8674
"10618",75519,1990-09-10,"FCNCB","FIRST CITIZENS BANCSHARES INC NC",8674
"10619",77458,2023-12-29,"FCO","ABRDN GLOBAL INCOME FUND INC",29454
"10620",37226,1996-04-16,"FCOA","FOREMOST CORP AMERICA",1665
"10621",35407,1998-01-30,"FCOB","FIRST COMMERCIAL BANCORP INC",1666
"10622",35335,1982-05-14,"FCOL","FIRST COLONY LIFE INS CO",1667
"10623",87899,1995-01-31,"FCOLA","FIRST COLONIAL BANCSHARES CORP",7320
"10624",14207,2023-12-29,"FCOM","FIDELITY COVINGTON TRUST",54581
"10625",75503,1993-04-14,"FCON","FIRST CONSTITUTION FINL CORP",8319
"10626",14962,2023-12-29,"FCOR","FIDELITY MERRIMACK STREET TRUST",55049
"10627",34121,2004-10-18,"FCP","FALCON PRODUCTS INC",1756
"10628",34631,1974-05-14,"FCPA","FIDELITY CORP PA",1725
"10629",19045,2023-12-29,"FCPI","FIDELITY COVINGTON TRUST",54581
"10630",34471,1976-12-30,"FCPL","FEDERATED CAPITAL CORP",1671
"10631",89909,2007-11-16,"FCPO","FACTORY CARD & PARTY OUTLET CORP",15225
"10632",15719,2023-12-29,"FCPT","FOUR CORNERS PROPERTY TRUST INC",55426
"10633",84308,1999-03-22,"FCPY","FACTORY CARD OUTLET CORP",15225
"10634",12613,2012-08-17,"FCQ","FOCUSSHARES TRUST",52833
"10635",67512,1990-11-21,"FCR","FIRSTCORP INC",20728
"10636",36581,1983-02-03,"FCRCF","FISHER OIL & GAS CORP",1672
"10637",93357,2023-03-09,"FCRD","FIRST EAGLE ALT CAP BDC INC",53400
"10638",88258,2018-06-19,"FCRE","F C GLOBAL REALTY INC",5761
"10639",25276,1992-07-27,"FCRES","COMMONWEALTH FIN GP RL ES INV TR",1673
"10640",31473,1978-06-11,"FCRN","FIRST COMM RLTY INVS",1449
"10641",87139,2016-09-16,"FCS","FAIRCHILD SEMICONDUCTOR INTL INC",35226
"10642",13896,2019-12-12,"FCSC","FIBROCELL SCIENCE INC",54392
"10643",79164,2008-09-16,"FCSE","FOCUS ENHANCEMENTS INC",12156
"10644",22462,2023-12-29,"FCSH","FEDERATED HERMES E T F TRUST",59030
"10645",34033,1990-10-01,"FCSI","F C S LABORATORIES INC",6952
"10646",35319,1983-09-23,"FCSL","FIRST CITY FEDERAL SVGS & LN FL",1674
"10647",86893,2000-01-13,"FCST","FLYCAST COMMUNICATIONS CORP",16504
"10648",91898,2009-09-30,"FCSX","FCSTONE GROUP INC",51990
"10649",90160,2023-12-29,"FCT","FIRST TRUST SR FLTG RT INC FD II",45172
"10650",75932,1991-02-01,"FCTB","FINANCIAL CENTER BANCORP",10267
"10651",11235,1991-04-29,"FCTN","FIRST FED S & L ASSN COLUMBIA TN",9087
"10652",17985,2023-12-29,"FCTR","FIRST TRUST EXCHANGE TRADED FUND",50838
"10653",92870,2016-06-30,"FCTY","1ST CENTURY BANKSHARES INC",53112
"10654",75026,1992-06-30,"FCU","AMERICUS TR FOR FORD SHS",22055
"10655",23603,2023-12-29,"FCUS","TIDAL TRUST II",59396
"10656",21844,2023-12-29,"FCUV","FOCUS UNIVERSAL INC",58662
"10657",93161,2011-07-15,"FCV","FAITHSHARES TRUST",53297
"10658",92094,2015-12-31,"FCVA","FIRST CAPITAL BANCORP INC VA",52374
"10659",77216,1994-12-16,"FCVG","FIRSTFED NORTHERN KY BANCORP INC",11232
"10660",15839,2023-12-29,"FCVT","FIRST TRUST E T F IV",54104
"10661",82572,1999-08-06,"FCWI","FIRST COMMONWEALTH INC",14140
"10662",81774,2023-12-29,"FCX","FREEPORT MCMORAN INC",20763
"10663",37103,1999-11-22,"FCY","FURON CO",1662
"10664",36928,1985-08-16,"FCYP","FLORIDA CYPRESS GARDENS INC",1675
"10665",88965,2015-05-03,"FCZA","FIRST CITIZENS BANC CORP",41460
"10666",77462,2007-05-31,"FD","FEDERATED DEPT STORES INC DEL",22856
"10667",23848,2023-12-29,"FDAT","TIDAL TRUST II",59396
"10668",41515,1997-04-28,"FDB","FOODBRANDS AMERICA INC",80
"10669",16982,2023-12-29,"FDBC","FIDELITY D & D BANCORP INC",56094
"10670",88146,1991-07-29,"FDBK","FOUNDERS BANK NEW HAVEN CT",7577
"10671",15703,2019-07-26,"FDC","FIRST DATA CORP NEW",55419
"10672",86064,2003-08-21,"FDCC","FACTUAL DATA CORP",16105
"10673",24457,2023-12-29,"FDCE","TWO ROADS SHARED TRUST",56323
"10674",24004,2023-12-29,"FDCF","FIDELITY COVINGTON TRUST",54581
"10675",34535,1983-09-29,"FDCK","FEDERATED DEVELOPEMENT CORP",5658
"10676",34535,1983-10-02,"FDCKB","FEDERATED NATURAL RESOURCES CORP",5658
"10677",92246,2023-12-29,"FDD","FIRST TRUST E T F II",52692
"10678",52177,1976-01-29,"FDE","FIRST DENVER MORTGAGE INVS",3660
"10679",20222,2023-12-29,"FDEC","FIRST TRUST E T F VIII",55693
"10680",79382,2020-06-21,"FDEF","FIRST DEFIANCE FINANCIAL CORP",12289
"10681",18388,2023-12-29,"FDEM","FIDELITY COVINGTON TRUST",54581
"10682",52177,1981-03-30,"FDENS","FIRST DENVER MORTGAGE INVS",3660
"10683",15674,2023-11-20,"FDEU","FIRST TR DYNAMIC EURO EQ INC FD",55414
"10684",18387,2023-12-29,"FDEV","FIDELITY COVINGTON TRUST",54581
"10685",24005,2023-12-29,"FDFF","FIDELITY COVINGTON TRUST",54581
"10686",19320,2023-12-29,"FDG","AMERICAN CENTURY E T F TRUST",56215
"10687",34498,1987-04-20,"FDGC","FEDERATED GTY CORP",1682
"10688",24456,2023-12-29,"FDGR","TWO ROADS SHARED TRUST",56323
"10689",10515,1998-12-03,"FDGT","FLUOR DANIEL G T I INC",8432
"10690",86388,2001-05-01,"FDHG","FIDELITY HOLDINGS INC",16295
"10691",22107,2023-12-29,"FDHT","FIDELITY COVINGTON TRUST",54581
"10692",17921,2023-12-29,"FDHY","FIDELITY COVINGTON TRUST",54581
"10693",57103,2016-05-17,"FDI","FORT DEARBORN INCOME SECS INC",20755
"10694",37111,1974-12-04,"FDIA","FLYING DIAMOND CORP UT",1676
"10695",24006,2023-12-29,"FDIF","FIDELITY COVINGTON TRUST",54581
"10696",23020,2023-12-29,"FDIG","FIDELITY COVINGTON TRUST",54581
"10697",75731,1998-10-22,"FDIR","FRONTEER FINANCIAL HOLDINGS LTD",10145
"10698",14199,2023-12-29,"FDIS","FIDELITY COVINGTON TRUST",54581
"10699",24262,2023-12-29,"FDIV","E A SERIES TRUST",56316
"10700",85466,2000-06-07,"FDJA","FAROUDJA INC",15790
"10701",91137,2023-12-29,"FDL","FIRST TRUST EXCHANGE TRADED FUND",50469
"10702",34279,1987-06-30,"FDLB","FARADAY LABS INC",1677
"10703",37189,1983-09-20,"FDLN","FOOD LION INC",1681
"10704",37197,1999-09-08,"FDLNA","FOOD LION INC",1681
"10705",37189,1999-09-08,"FDLNB","FOOD LION INC",1681
"10706",16323,2023-12-29,"FDLO","FIDELITY COVINGTON TRUST",54581
"10707",23293,2023-12-29,"FDLS","NORTHERN LIGHTS FUND TR IV",55860
"10708",90884,2023-12-29,"FDM","FIRST TRUST EXCHANGE TRADED FUND",47427
"10709",35466,1987-06-17,"FDMC","FIRST DATA MGMT CO INC",6428
"10710",92640,2017-01-23,"FDML","FEDERAL MOGUL HOLDINGS CORP",20694
"10711",16322,2023-12-29,"FDMO","FIDELITY COVINGTON TRUST",54581
"10712",20292,2023-12-29,"FDMT","4D MOLECULAR THERAPEUTICS INC",57626
"10713",91298,2023-12-29,"FDN","FIRST TRUST EXCHANGE TRADED FUND",50838
"10714",18258,2023-12-29,"FDNI","FIRST TRUST E T F II",52262
"10715",79165,1995-01-31,"FDNY","FIDELITY NEW YORK F S B",12114
"10716",53866,2015-07-06,"FDO","FAMILY DOLLAR STORES INC",20690
"10717",34674,1984-10-16,"FDOK","FIDELITY OKLAHOMA INC",1678
"10718",10597,1990-03-04,"FDOS","FRANKLIN COMPUTER CORP",8500
"10719",85290,1999-08-31,"FDOT","FINE COM INTERNATIONAL CORP",15647
"10720",85449,2023-12-29,"FDP","FRESH DEL MONTE PRODUCE INC",32130
"10721",34041,1999-04-28,"FDPC","F D P CORP",6284
"10722",41769,1985-06-30,"FDR","FEDERAL RESOURCES CORP",8814
"10723",41769,1989-05-24,"FDRC","FEDERAL RESOURCES CORP",8814
"10724",35546,1985-10-28,"FDRI","FIRST DATA RESOURCES INC",6373
"10725",16324,2023-12-29,"FDRR","FIDELITY COVINGTON TRUST",54581
"10726",22106,2023-12-29,"FDRV","FIDELITY COVINGTON TRUST",54581
"10727",87229,2008-12-18,"FDRY","FOUNDRY NETWORKS INC",17151
"10728",83597,2023-12-29,"FDS","FACTSET RESEARCH SYSTEMS INC",31661
"10729",80411,1979-02-14,"FDSH","FDS HOLDING CO",1680
"10730",77217,1994-06-13,"FDSI","INDIVIDUAL INVESTOR GROUP INC",11235
"10731",12654,2023-12-29,"FDT","FIRST TR EXCH TRD ALPHADEX FD II",53708
"10732",24454,2023-12-29,"FDTB","TWO ROADS SHARED TRUST",56323
"10733",37189,1983-04-27,"FDTN","FOOD LION INC",1681
"10734",86162,2003-06-26,"FDTR","FEDERAL TRUST CORP",16159
"10735",13221,2023-12-29,"FDTS","FIRST TR EXCH TRD ALPHADEX FD II",53708
"10736",24007,2023-12-29,"FDTX","FIDELITY COVINGTON TRUST",54581
"10737",52433,1984-04-04,"FDU","FIDELITY UNION BANCORPORATION",25252
"10738",12885,2023-12-29,"FDUS","FIDUS INVESTMENT CORP",53821
"10739",23546,2023-12-29,"FDV","FEDERATED HERMES E T F TRUST",59030
"10740",24455,2023-12-29,"FDVL","TWO ROADS SHARED TRUST",56323
"10741",16325,2023-12-29,"FDVV","FIDELITY COVINGTON TRUST",54581
"10742",21394,2023-12-29,"FDWM","FIDELITY COVINGTON TRUST",54581
"10743",60628,2023-12-29,"FDX","FEDEX CORP",1685
"10744",79674,2002-06-25,"FDY","ATCHISON CASTING CORP",12456
"10745",80815,1998-06-12,"FDYMF","FIRST DYNASTY MINES LTD",13267
"10746",23026,2023-12-29,"FE","FIRSTENERGY CORP",21326
"10747",19338,2020-12-16,"FEAC","FLYING EAGLE ACQUISITION CORP",57039
"10748",22897,2023-12-29,"FEAM","5E ADVANCED MATERIALS INC",59222
"10749",77400,1997-08-15,"FEB","FAR EAST NATIONAL BANK LA CA",11395
"10750",35423,1994-06-17,"FEBC","FIRST EASTERN CORP PA",5086
"10751",24584,2023-12-29,"FEBO","FENBO HOLDINGS LTD",59732
"10752",23685,2023-12-29,"FEBT","A I M E T F PRODUCTS TRUST",57097
"10753",23684,2023-12-29,"FEBW","A I M E T F PRODUCTS TRUST",57097
"10754",20544,2023-12-29,"FEBZ","LISTED FUNDS TRUST",56315
"10755",88344,2002-02-18,"FECC","FIRST ECOM COM INC",37719
"10756",75162,2009-03-03,"FED","FIRSTFED FINANCIAL CORP",20732
"10757",11050,1992-09-11,"FEDF","FEDERATED BANK S S B",8918
"10758",34498,1984-02-29,"FEDG","FEDERATED GTY LIFE INS CO",1682
"10759",22013,2023-12-29,"FEDM","FLEXSHARES TRUST",53875
"10760",31843,1992-07-13,"FEDP","FEDERATED PURCHASER INC",1684
"10761",17058,2023-12-29,"FEDU","FOUR SEASONS ED CAYMAN INC",56133
"10762",19884,2022-10-19,"FEDX","EMLES TRUST",57382
